customer_ref,event_time,amount,currency,event_code,source_system
CB00005,2026-04-22T06:08:00,5000,EUR,VALIDATED,INSTRUCTIONS
CB00005,2026-04-22T06:20:00,5000,EUR,SWIFT_SENT,SWIFT
CB00005,2026-04-22T08:00:00,5000,EUR,SETTLEMENT_OBSERVED,NOSTRO
CB00005,2026-04-22T09:00:00,5000,EUR,BENEFICIARY_CONFIRMED,WORKFLOW
CB00005,2026-04-22T10:00:00,5000,EUR,CLOSED,WORKFLOW
CB00006,2026-04-22T12:00:00,5800,USD,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00006,2026-04-22T12:08:00,5800,USD,VALIDATED,INSTRUCTIONS
CB00006,2026-04-22T12:20:00,5800,USD,SWIFT_SENT,SWIFT
CB00006,2026-04-22T14:00:00,5800,USD,SETTLEMENT_OBSERVED,NOSTRO
CB00006,2026-04-22T15:00:00,5800,USD,BENEFICIARY_CONFIRMED,WORKFLOW
CB00006,2026-04-22T16:00:00,5800,USD,CLOSED,WORKFLOW
CB00007,2026-04-22T18:00:00,6600,GBP,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00007,2026-04-22T18:08:00,6600,GBP,VALIDATED,INSTRUCTIONS
CB00007,2026-04-22T18:20:00,6600,GBP,SWIFT_SENT,SWIFT
CB00007,2026-04-22T20:00:00,6600,GBP,SETTLEMENT_OBSERVED,NOSTRO
CB00007,2026-04-22T21:00:00,6600,GBP,BENEFICIARY_CONFIRMED,WORKFLOW
CB00007,2026-04-22T22:00:00,6600,GBP,CLOSED,WORKFLOW
CB00008,2026-04-23T00:00:00,7400,EUR,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00008,2026-04-23T00:08:00,7400,EUR,VALIDATED,INSTRUCTIONS
CB00008,2026-04-23T00:20:00,7400,EUR,SWIFT_SENT,SWIFT
CB00008,2026-04-23T02:00:00,7400,EUR,SETTLEMENT_OBSERVED,NOSTRO
CB00008,2026-04-23T03:00:00,7400,EUR,BENEFICIARY_CONFIRMED,WORKFLOW
CB00008,2026-04-23T04:00:00,7400,EUR,CLOSED,WORKFLOW
CB00009,2026-04-23T06:00:00,8200,USD,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00009,2026-04-23T06:08:00,8200,USD,VALIDATED,INSTRUCTIONS
CB00009,2026-04-23T06:20:00,8200,USD,SWIFT_SENT,SWIFT
CB00009,2026-04-23T08:00:00,8200,USD,SETTLEMENT_OBSERVED,NOSTRO
CB00009,2026-04-23T09:00:00,8200,USD,BENEFICIARY_CONFIRMED,WORKFLOW
CB00009,2026-04-23T10:00:00,8200,USD,CLOSED,WORKFLOW
CB00010,2026-04-23T12:00:00,9000,GBP,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00010,2026-04-23T12:08:00,9000,GBP,VALIDATED,INSTRUCTIONS
CB00010,2026-04-23T12:20:00,9000,GBP,SWIFT_SENT,SWIFT
CB00010,2026-04-23T17:00:00,9000,GBP,SUSPENSE_POSTED,GL
CB00011,2026-04-23T18:00:00,9800,EUR,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00011,2026-04-23T18:08:00,9800,EUR,VALIDATED,INSTRUCTIONS
CB00011,2026-04-23T18:20:00,9800,EUR,SWIFT_SENT,SWIFT
CB00011,2026-04-24T02:00:00,9800,EUR,SETTLEMENT_OBSERVED,NOSTRO
CB00011,2026-04-24T08:00:00,9800,EUR,BENEFICIARY_CONFIRMED,WORKFLOW
CB00011,2026-04-24T09:00:00,9800,EUR,CLOSED,WORKFLOW
CB00012,2026-04-24T00:00:00,10600,USD,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00012,2026-04-24T00:08:00,10600,USD,VALIDATED,INSTRUCTIONS
CB00012,2026-04-24T00:20:00,10600,USD,SWIFT_SENT,SWIFT
CB00012,2026-04-24T08:00:00,10600,USD,SETTLEMENT_OBSERVED,NOSTRO
CB00012,2026-04-24T14:00:00,10600,USD,BENEFICIARY_CONFIRMED,WORKFLOW
CB00012,2026-04-24T15:00:00,10600,USD,CLOSED,WORKFLOW
CB00013,2026-04-24T06:00:00,11400,GBP,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00013,2026-04-24T06:08:00,11400,GBP,VALIDATED,INSTRUCTIONS
CB00013,2026-04-24T06:20:00,11400,GBP,SWIFT_SENT,SWIFT
CB00013,2026-04-24T08:00:00,11400,GBP,SETTLEMENT_OBSERVED,NOSTRO
CB00013,2026-04-24T09:00:00,11400,GBP,BENEFICIARY_CONFIRMED,WORKFLOW
CB00013,2026-04-24T10:00:00,11400,GBP,CLOSED,WORKFLOW
CB00014,2026-04-24T12:00:00,12200,EUR,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00014,2026-04-24T12:08:00,12200,EUR,VALIDATED,INSTRUCTIONS
CB00014,2026-04-24T12:20:00,12200,EUR,SWIFT_SENT,SWIFT
CB00014,2026-04-24T14:00:00,12200,EUR,SETTLEMENT_OBSERVED,NOSTRO
CB00014,2026-04-24T15:00:00,12200,EUR,BENEFICIARY_CONFIRMED,WORKFLOW
CB00014,2026-04-24T16:00:00,12200,EUR,CLOSED,WORKFLOW
CB00015,2026-04-24T18:00:00,13000,USD,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00015,2026-04-24T18:08:00,13000,USD,VALIDATED,INSTRUCTIONS
CB00015,2026-04-24T18:20:00,13000,USD,SWIFT_SENT,SWIFT
CB00015,2026-04-24T20:00:00,13000,USD,SETTLEMENT_OBSERVED,NOSTRO
CB00015,2026-04-24T21:00:00,13000,USD,BENEFICIARY_CONFIRMED,WORKFLOW
CB00015,2026-04-24T22:00:00,13000,USD,CLOSED,WORKFLOW
CB00016,2026-04-25T00:00:00,13800,GBP,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00016,2026-04-25T00:08:00,13800,GBP,VALIDATED,INSTRUCTIONS
CB00016,2026-04-25T00:20:00,13800,GBP,SWIFT_SENT,SWIFT
CB00016,2026-04-25T02:00:00,13800,GBP,SETTLEMENT_OBSERVED,NOSTRO
CB00016,2026-04-25T03:00:00,13800,GBP,BENEFICIARY_CONFIRMED,WORKFLOW
CB00016,2026-04-25T04:00:00,13800,GBP,CLOSED,WORKFLOW
CB00017,2026-04-25T06:00:00,14600,EUR,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00017,2026-04-25T06:08:00,14600,EUR,VALIDATED,INSTRUCTIONS
CB00017,2026-04-25T06:20:00,14600,EUR,SWIFT_SENT,SWIFT
CB00017,2026-04-25T08:00:00,14600,EUR,SETTLEMENT_OBSERVED,NOSTRO
CB00017,2026-04-25T09:00:00,14600,EUR,BENEFICIARY_CONFIRMED,WORKFLOW
CB00017,2026-04-25T10:00:00,14600,EUR,CLOSED,WORKFLOW
CB00018,2026-04-25T12:00:00,15400,USD,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00018,2026-04-25T12:08:00,15400,USD,VALIDATED,INSTRUCTIONS
CB00018,2026-04-25T12:20:00,15400,USD,SWIFT_SENT,SWIFT
CB00018,2026-04-25T14:00:00,15400,USD,SETTLEMENT_OBSERVED,NOSTRO
CB00018,2026-04-25T15:00:00,15400,USD,BENEFICIARY_CONFIRMED,WORKFLOW
CB00018,2026-04-25T16:00:00,15400,USD,CLOSED,WORKFLOW
CB00019,2026-04-25T18:00:00,16200,GBP,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00019,2026-04-25T18:08:00,16200,GBP,VALIDATED,INSTRUCTIONS
CB00019,2026-04-25T18:20:00,16200,GBP,SWIFT_SENT,SWIFT
CB00019,2026-04-25T20:00:00,16200,GBP,SETTLEMENT_OBSERVED,NOSTRO
CB00019,2026-04-25T21:00:00,16200,GBP,BENEFICIARY_CONFIRMED,WORKFLOW
CB00019,2026-04-25T22:00:00,16200,GBP,CLOSED,WORKFLOW
CB00020,2026-04-26T00:00:00,17000,EUR,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00020,2026-04-26T00:08:00,17000,EUR,VALIDATED,INSTRUCTIONS
CB00020,2026-04-26T00:20:00,17000,EUR,SWIFT_SENT,SWIFT
CB00020,2026-04-26T05:00:00,17000,EUR,SUSPENSE_POSTED,GL
CB00021,2026-04-26T06:00:00,17800,USD,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00021,2026-04-26T06:08:00,17800,USD,VALIDATED,INSTRUCTIONS
CB00021,2026-04-26T06:20:00,17800,USD,SWIFT_SENT,SWIFT
CB00021,2026-04-26T14:00:00,17800,USD,SETTLEMENT_OBSERVED,NOSTRO
CB00021,2026-04-26T20:00:00,17800,USD,BENEFICIARY_CONFIRMED,WORKFLOW
CB00021,2026-04-26T21:00:00,17800,USD,CLOSED,WORKFLOW
CB00022,2026-04-26T12:00:00,18600,GBP,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00022,2026-04-26T12:08:00,18600,GBP,VALIDATED,INSTRUCTIONS
CB00022,2026-04-26T12:20:00,18600,GBP,SWIFT_SENT,SWIFT
CB00022,2026-04-26T20:00:00,18600,GBP,SETTLEMENT_OBSERVED,NOSTRO
CB00022,2026-04-27T02:00:00,18600,GBP,BENEFICIARY_CONFIRMED,WORKFLOW
CB00022,2026-04-27T03:00:00,18600,GBP,CLOSED,WORKFLOW
CB00023,2026-04-26T18:00:00,19400,EUR,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00023,2026-04-26T18:08:00,19400,EUR,VALIDATED,INSTRUCTIONS
CB00023,2026-04-26T18:20:00,19400,EUR,SWIFT_SENT,SWIFT
CB00023,2026-04-26T20:00:00,19400,EUR,SETTLEMENT_OBSERVED,NOSTRO
CB00023,2026-04-26T21:00:00,19400,EUR,BENEFICIARY_CONFIRMED,WORKFLOW
CB00023,2026-04-26T22:00:00,19400,EUR,CLOSED,WORKFLOW
CB00024,2026-04-27T00:00:00,20200,USD,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00024,2026-04-27T00:08:00,20200,USD,VALIDATED,INSTRUCTIONS
CB00024,2026-04-27T00:20:00,20200,USD,SWIFT_SENT,SWIFT
CB00024,2026-04-27T02:00:00,20200,USD,SETTLEMENT_OBSERVED,NOSTRO
CB00024,2026-04-27T03:00:00,20200,USD,BENEFICIARY_CONFIRMED,WORKFLOW
CB00024,2026-04-27T04:00:00,20200,USD,CLOSED,WORKFLOW
CB00025,2026-04-27T06:00:00,21000,GBP,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00025,2026-04-27T06:08:00,21000,GBP,VALIDATED,INSTRUCTIONS
CB00025,2026-04-27T06:20:00,21000,GBP,SWIFT_SENT,SWIFT
CB00025,2026-04-27T08:00:00,21000,GBP,SETTLEMENT_OBSERVED,NOSTRO
CB00025,2026-04-27T09:00:00,21000,GBP,BENEFICIARY_CONFIRMED,WORKFLOW
CB00025,2026-04-27T10:00:00,21000,GBP,CLOSED,WORKFLOW
CB00026,2026-04-27T12:00:00,21800,EUR,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00026,2026-04-27T12:08:00,21800,EUR,VALIDATED,INSTRUCTIONS
CB00026,2026-04-27T12:20:00,21800,EUR,SWIFT_SENT,SWIFT
CB00026,2026-04-27T14:00:00,21800,EUR,SETTLEMENT_OBSERVED,NOSTRO
CB00026,2026-04-27T15:00:00,21800,EUR,BENEFICIARY_CONFIRMED,WORKFLOW
CB00026,2026-04-27T16:00:00,21800,EUR,CLOSED,WORKFLOW
CB00027,2026-04-27T18:00:00,22600,USD,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00027,2026-04-27T18:08:00,22600,USD,VALIDATED,INSTRUCTIONS
CB00027,2026-04-27T18:20:00,22600,USD,SWIFT_SENT,SWIFT
CB00027,2026-04-27T20:00:00,22600,USD,SETTLEMENT_OBSERVED,NOSTRO
CB00027,2026-04-27T21:00:00,22600,USD,BENEFICIARY_CONFIRMED,WORKFLOW
CB00027,2026-04-27T22:00:00,22600,USD,CLOSED,WORKFLOW
CB00028,2026-04-28T00:00:00,23400,GBP,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00028,2026-04-28T00:08:00,23400,GBP,VALIDATED,INSTRUCTIONS
CB00028,2026-04-28T00:20:00,23400,GBP,SWIFT_SENT,SWIFT
CB00028,2026-04-28T02:00:00,23400,GBP,SETTLEMENT_OBSERVED,NOSTRO
CB00028,2026-04-28T03:00:00,23400,GBP,BENEFICIARY_CONFIRMED,WORKFLOW
CB00028,2026-04-28T04:00:00,23400,GBP,CLOSED,WORKFLOW
CB00029,2026-04-28T06:00:00,24200,EUR,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00029,2026-04-28T06:08:00,24200,EUR,VALIDATED,INSTRUCTIONS
CB00029,2026-04-28T06:20:00,24200,EUR,SWIFT_SENT,SWIFT
CB00029,2026-04-28T08:00:00,24200,EUR,SETTLEMENT_OBSERVED,NOSTRO
CB00029,2026-04-28T09:00:00,24200,EUR,BENEFICIARY_CONFIRMED,WORKFLOW
CB00029,2026-04-28T10:00:00,24200,EUR,CLOSED,WORKFLOW
CB00030,2026-04-28T12:00:00,25000,USD,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00030,2026-04-28T12:08:00,25000,USD,VALIDATED,INSTRUCTIONS
CB00030,2026-04-28T12:20:00,25000,USD,SWIFT_SENT,SWIFT
CB00030,2026-04-28T17:00:00,25000,USD,SUSPENSE_POSTED,GL
CB00031,2026-04-28T18:00:00,25800,GBP,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00031,2026-04-28T18:08:00,25800,GBP,VALIDATED,INSTRUCTIONS
CB00031,2026-04-28T18:20:00,25800,GBP,SWIFT_SENT,SWIFT
CB00031,2026-04-29T02:00:00,25800,GBP,SETTLEMENT_OBSERVED,NOSTRO
CB00031,2026-04-29T08:00:00,25800,GBP,BENEFICIARY_CONFIRMED,WORKFLOW
CB00031,2026-04-29T09:00:00,25800,GBP,CLOSED,WORKFLOW
CB00032,2026-04-29T00:00:00,26600,EUR,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00032,2026-04-29T00:08:00,26600,EUR,VALIDATED,INSTRUCTIONS
CB00032,2026-04-29T00:20:00,26600,EUR,SWIFT_SENT,SWIFT
CB00032,2026-04-29T08:00:00,26600,EUR,SETTLEMENT_OBSERVED,NOSTRO
CB00032,2026-04-29T14:00:00,26600,EUR,BENEFICIARY_CONFIRMED,WORKFLOW
CB00032,2026-04-29T15:00:00,26600,EUR,CLOSED,WORKFLOW
CB00033,2026-04-29T06:00:00,27400,USD,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00033,2026-04-29T06:08:00,27400,USD,VALIDATED,INSTRUCTIONS
CB00033,2026-04-29T06:20:00,27400,USD,SWIFT_SENT,SWIFT
CB00033,2026-04-29T08:00:00,27400,USD,SETTLEMENT_OBSERVED,NOSTRO
CB00033,2026-04-29T09:00:00,27400,USD,BENEFICIARY_CONFIRMED,WORKFLOW
CB00033,2026-04-29T10:00:00,27400,USD,CLOSED,WORKFLOW
CB00034,2026-04-29T12:00:00,28200,GBP,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00034,2026-04-29T12:08:00,28200,GBP,VALIDATED,INSTRUCTIONS
CB00034,2026-04-29T12:20:00,28200,GBP,SWIFT_SENT,SWIFT
CB00034,2026-04-29T14:00:00,28200,GBP,SETTLEMENT_OBSERVED,NOSTRO
CB00034,2026-04-29T15:00:00,28200,GBP,BENEFICIARY_CONFIRMED,WORKFLOW
CB00034,2026-04-29T16:00:00,28200,GBP,CLOSED,WORKFLOW
CB00035,2026-04-29T18:00:00,29000,EUR,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00035,2026-04-29T18:08:00,29000,EUR,VALIDATED,INSTRUCTIONS
CB00035,2026-04-29T18:20:00,29000,EUR,SWIFT_SENT,SWIFT
CB00035,2026-04-29T20:00:00,29000,EUR,SETTLEMENT_OBSERVED,NOSTRO
CB00035,2026-04-29T21:00:00,29000,EUR,BENEFICIARY_CONFIRMED,WORKFLOW
CB00035,2026-04-29T22:00:00,29000,EUR,CLOSED,WORKFLOW
CB00036,2026-04-30T00:00:00,29800,USD,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00036,2026-04-30T00:08:00,29800,USD,VALIDATED,INSTRUCTIONS
CB00036,2026-04-30T00:20:00,29800,USD,SWIFT_SENT,SWIFT
CB00036,2026-04-30T02:00:00,29800,USD,SETTLEMENT_OBSERVED,NOSTRO
CB00036,2026-04-30T03:00:00,29800,USD,BENEFICIARY_CONFIRMED,WORKFLOW
CB00036,2026-04-30T04:00:00,29800,USD,CLOSED,WORKFLOW
CB00037,2026-04-30T06:00:00,30600,GBP,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00037,2026-04-30T06:08:00,30600,GBP,VALIDATED,INSTRUCTIONS
CB00037,2026-04-30T06:20:00,30600,GBP,SWIFT_SENT,SWIFT
CB00037,2026-04-30T08:00:00,30600,GBP,SETTLEMENT_OBSERVED,NOSTRO
CB00037,2026-04-30T09:00:00,30600,GBP,BENEFICIARY_CONFIRMED,WORKFLOW
CB00037,2026-04-30T10:00:00,30600,GBP,CLOSED,WORKFLOW
CB00038,2026-04-30T12:00:00,31400,EUR,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00038,2026-04-30T12:08:00,31400,EUR,VALIDATED,INSTRUCTIONS
CB00038,2026-04-30T12:20:00,31400,EUR,SWIFT_SENT,SWIFT
CB00038,2026-04-30T14:00:00,31400,EUR,SETTLEMENT_OBSERVED,NOSTRO
CB00038,2026-04-30T15:00:00,31400,EUR,BENEFICIARY_CONFIRMED,WORKFLOW
CB00038,2026-04-30T16:00:00,31400,EUR,CLOSED,WORKFLOW
CB00039,2026-04-30T18:00:00,32200,USD,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00039,2026-04-30T18:08:00,32200,USD,VALIDATED,INSTRUCTIONS
CB00039,2026-04-30T18:20:00,32200,USD,SWIFT_SENT,SWIFT
CB00039,2026-04-30T20:00:00,32200,USD,SETTLEMENT_OBSERVED,NOSTRO
CB00039,2026-04-30T21:00:00,32200,USD,BENEFICIARY_CONFIRMED,WORKFLOW
CB00039,2026-04-30T22:00:00,32200,USD,CLOSED,WORKFLOW
CB00040,2026-05-01T00:00:00,33000,GBP,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00040,2026-05-01T00:08:00,33000,GBP,VALIDATED,INSTRUCTIONS
CB00040,2026-05-01T00:20:00,33000,GBP,SWIFT_SENT,SWIFT
CB00040,2026-05-01T05:00:00,33000,GBP,SUSPENSE_POSTED,GL
CB00041,2026-05-01T06:00:00,33800,EUR,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00041,2026-05-01T06:08:00,33800,EUR,VALIDATED,INSTRUCTIONS
CB00041,2026-05-01T06:20:00,33800,EUR,SWIFT_SENT,SWIFT
CB00041,2026-05-01T14:00:00,33800,EUR,SETTLEMENT_OBSERVED,NOSTRO
CB00041,2026-05-01T20:00:00,33800,EUR,BENEFICIARY_CONFIRMED,WORKFLOW
CB00041,2026-05-01T21:00:00,33800,EUR,CLOSED,WORKFLOW
CB00042,2026-05-01T12:00:00,34600,USD,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00042,2026-05-01T12:08:00,34600,USD,VALIDATED,INSTRUCTIONS
CB00042,2026-05-01T12:20:00,34600,USD,SWIFT_SENT,SWIFT
CB00042,2026-05-01T20:00:00,34600,USD,SETTLEMENT_OBSERVED,NOSTRO
CB00042,2026-05-02T02:00:00,34600,USD,BENEFICIARY_CONFIRMED,WORKFLOW
CB00042,2026-05-02T03:00:00,34600,USD,CLOSED,WORKFLOW
CB00043,2026-05-01T18:00:00,35400,GBP,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00043,2026-05-01T18:08:00,35400,GBP,VALIDATED,INSTRUCTIONS
CB00043,2026-05-01T18:20:00,35400,GBP,SWIFT_SENT,SWIFT
CB00043,2026-05-01T20:00:00,35400,GBP,SETTLEMENT_OBSERVED,NOSTRO
CB00043,2026-05-01T21:00:00,35400,GBP,BENEFICIARY_CONFIRMED,WORKFLOW
CB00043,2026-05-01T22:00:00,35400,GBP,CLOSED,WORKFLOW
CB00044,2026-05-02T00:00:00,36200,EUR,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00044,2026-05-02T00:08:00,36200,EUR,VALIDATED,INSTRUCTIONS
CB00044,2026-05-02T00:20:00,36200,EUR,SWIFT_SENT,SWIFT
CB00044,2026-05-02T02:00:00,36200,EUR,SETTLEMENT_OBSERVED,NOSTRO
CB00044,2026-05-02T03:00:00,36200,EUR,BENEFICIARY_CONFIRMED,WORKFLOW
CB00044,2026-05-02T04:00:00,36200,EUR,CLOSED,WORKFLOW
CB00045,2026-05-02T06:00:00,37000,USD,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00045,2026-05-02T06:08:00,37000,USD,VALIDATED,INSTRUCTIONS
CB00045,2026-05-02T06:20:00,37000,USD,SWIFT_SENT,SWIFT
CB00045,2026-05-02T08:00:00,37000,USD,SETTLEMENT_OBSERVED,NOSTRO
CB00045,2026-05-02T09:00:00,37000,USD,BENEFICIARY_CONFIRMED,WORKFLOW
CB00045,2026-05-02T10:00:00,37000,USD,CLOSED,WORKFLOW
CB00046,2026-05-02T12:00:00,37800,GBP,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00046,2026-05-02T12:08:00,37800,GBP,VALIDATED,INSTRUCTIONS
CB00046,2026-05-02T12:20:00,37800,GBP,SWIFT_SENT,SWIFT
CB00046,2026-05-02T14:00:00,37800,GBP,SETTLEMENT_OBSERVED,NOSTRO
CB00046,2026-05-02T15:00:00,37800,GBP,BENEFICIARY_CONFIRMED,WORKFLOW
CB00046,2026-05-02T16:00:00,37800,GBP,CLOSED,WORKFLOW
CB00047,2026-05-02T18:00:00,38600,EUR,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00047,2026-05-02T18:08:00,38600,EUR,VALIDATED,INSTRUCTIONS
CB00047,2026-05-02T18:20:00,38600,EUR,SWIFT_SENT,SWIFT
CB00047,2026-05-02T20:00:00,38600,EUR,SETTLEMENT_OBSERVED,NOSTRO
CB00047,2026-05-02T21:00:00,38600,EUR,BENEFICIARY_CONFIRMED,WORKFLOW
CB00047,2026-05-02T22:00:00,38600,EUR,CLOSED,WORKFLOW
CB00048,2026-05-03T00:00:00,39400,USD,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00048,2026-05-03T00:08:00,39400,USD,VALIDATED,INSTRUCTIONS
CB00048,2026-05-03T00:20:00,39400,USD,SWIFT_SENT,SWIFT
CB00048,2026-05-03T02:00:00,39400,USD,SETTLEMENT_OBSERVED,NOSTRO
CB00048,2026-05-03T03:00:00,39400,USD,BENEFICIARY_CONFIRMED,WORKFLOW
CB00048,2026-05-03T04:00:00,39400,USD,CLOSED,WORKFLOW
CB00049,2026-05-03T06:00:00,40200,GBP,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00049,2026-05-03T06:08:00,40200,GBP,VALIDATED,INSTRUCTIONS
CB00049,2026-05-03T06:20:00,40200,GBP,SWIFT_SENT,SWIFT
CB00049,2026-05-03T08:00:00,40200,GBP,SETTLEMENT_OBSERVED,NOSTRO
CB00049,2026-05-03T09:00:00,40200,GBP,BENEFICIARY_CONFIRMED,WORKFLOW
CB00049,2026-05-03T10:00:00,40200,GBP,CLOSED,WORKFLOW
CB00050,2026-05-03T12:00:00,41000,EUR,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00050,2026-05-03T12:08:00,41000,EUR,VALIDATED,INSTRUCTIONS
CB00050,2026-05-03T12:20:00,41000,EUR,SWIFT_SENT,SWIFT
CB00050,2026-05-03T17:00:00,41000,EUR,SUSPENSE_POSTED,GL
CB00051,2026-05-03T18:00:00,41800,USD,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00051,2026-05-03T18:08:00,41800,USD,VALIDATED,INSTRUCTIONS
CB00051,2026-05-03T18:20:00,41800,USD,SWIFT_SENT,SWIFT
CB00051,2026-05-04T02:00:00,41800,USD,SETTLEMENT_OBSERVED,NOSTRO
CB00051,2026-05-04T08:00:00,41800,USD,BENEFICIARY_CONFIRMED,WORKFLOW
CB00051,2026-05-04T09:00:00,41800,USD,CLOSED,WORKFLOW
CB00052,2026-05-04T00:00:00,42600,GBP,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00052,2026-05-04T00:08:00,42600,GBP,VALIDATED,INSTRUCTIONS
CB00052,2026-05-04T00:20:00,42600,GBP,SWIFT_SENT,SWIFT
CB00052,2026-05-04T08:00:00,42600,GBP,SETTLEMENT_OBSERVED,NOSTRO
CB00052,2026-05-04T14:00:00,42600,GBP,BENEFICIARY_CONFIRMED,WORKFLOW
CB00052,2026-05-04T15:00:00,42600,GBP,CLOSED,WORKFLOW
CB00053,2026-05-04T06:00:00,43400,EUR,INSTRUCTION_RECEIVED,INSTRUCTIONS
CB00053,2026-05-04T06:08:00,43400,EUR,VALIDATED,INSTRUCTIONS
CB00053,2026-05-04T06:20:00,43400,EUR,SWIFT_SENT,SWIFT
CB00053,2026-05-04T08:00:00,43400,EUR,SETTLEMENT_OBSERVED,NOSTRO
CB00053,2026-05-04T09:00:00,43400,EUR,BENEFICIARY_CONFIRMED,WORKFLOW
CB00053,2026-05-04T10:00:00,43400,EUR,CLOSED,WORKFLOW
CB00054,2026-05-04T12:00:00,44200,USD,INSTRUCTION_RECEIVED,INSTRUCTIONS
